node	contResp	contExp1	contExp2	contExp1NoVar	contRespNA	contExp1NA	contExp2NA	binFact	triFact	binFactNA	triFactNA	sppRichTaxa	sppRichTips
22	-7.59758092314905	-2.35369614300698	-5.59935887937896	-2.35369614300698	-7.59758092314905	-2.35369614300698	-5.59935887937896	A	B	A	B	15	 1
23	-7.75546650090418	-3.1779351906175	-2.8481388277474	-3.1779351906175	-7.75546650090418	-3.1779351906175	-2.8481388277474	B	A	B	A	132	 1
24	-7.73913848908445	-2.67946810522640	-4.68029829081649	-2.67946810522640	-7.73913848908445	-2.67946810522640	-4.68029829081649	A	A	A	A	5	 1
25	1.59627039091808	11.0454106580664	-1.40035314850737	8.97823346662059	1.59627039091808	11.0454106580664	-1.40035314850737	B	A	B	A	11	 1
26	2.20242093582014	9.77064864661397	-0.217544384004182	8.97823346662059	2.20242093582014	9.77064864661397	-0.217544384004182	B	B	B	B	8	 1
27	-0.0625511852493654	9.1417481397431	-1.06813596319471	8.97823346662059	NA	9.1417481397431	-1.06813596319471	A	B	A	B	15	 1
28	-4.77727316653881	-2.73467661424018	-2.94153149503013	-2.73467661424018	-4.77727316653881	-2.73467661424018	-2.94153149503013	A	C	A	NA	3	 1
29	-1.05928875862359	1.99161895062234	7.15212809172201	1.99161895062234	-1.05928875862359	NA	7.15212809172201	A	C	A	C	41	 1
30	-4.22721455369382	6.59365118318682	-2.62488760176686	6.59365118318682	-4.22721455369382	6.59365118318682	NA	A	C	A	C	11	 1
31	-7.80218834762711	-2.88118950960799	-6.1466216338914	-2.88118950960799	-7.80218834762711	-2.88118950960799	-6.1466216338914	A	B	A	B	58	 1
32	-8.22879763809801	-3.99072656680512	-5.18629490067317	-3.99072656680512	-8.22879763809801	-3.99072656680512	-5.18629490067317	B	B	B	B	24	 1
33	-2.02085497808414	7.04589090842119	-1.03341133940868	7.04589090842119	-2.02085497808414	7.04589090842119	-1.03341133940868	B	C	B	C	50	 1
34	-9.63922048034245	-6.04185738832686	-5.09063352635089	-6.04185738832686	-9.63922048034245	-6.04185738832686	-5.09063352635089	B	A	B	A	24	 1
35	-8.39024224870367	5.04063570515598	5.00927499206795	5.04063570515598	-8.39024224870367	5.04063570515598	5.00927499206795	B	C	B	C	6	 1
36	-0.721000243125338	0.503045223811091	7.85282016389423	1.66750638385511	-0.721000243125338	0.503045223811091	7.85282016389423	B	A	B	A	28	 1
37	-2.32801839960216	3.45086450480525	-0.350369881396588	3.45086450480525	-2.32801839960216	3.45086450480525	-0.350369881396588	B	B	B	B	25	 1
38	-3.39348363343109	1.95248015491442	-0.388925893781399	1.95248015491442	-3.39348363343109	1.95248015491442	-0.388925893781399	B	A	B	A	5	 1
39	-8.10039468788119	5.12064975086384	3.54025241340759	5.12064975086384	-8.10039468788119	5.12064975086384	3.54025241340759	A	C	A	C	25	 1
40	-8.6309459940072	5.58070116838117	3.00608211370054	5.58070116838117	-8.6309459940072	5.58070116838117	3.00608211370054	A	C	A	C	43	 1
41	-0.0485066527253067	3.49124254454758	9.0954395112894	3.49124254454758	-0.0485066527253067	3.49124254454758	9.0954395112894	B	C	B	C	39	 1
42	-6.43923353020047	0.504948226387232	4.79285335312121	0.504948226387232	-6.43923353020047	0.504948226387232	4.79285335312121	B	A	B	A	7	 1
43	-1.99277814849231	2.62160108022439	4.4085409121548	2.62160108022439	-1.99277814849231	2.62160108022439	4.4085409121548	A	C	NA	C	1	 1
44	-4.52803141161531	-2.22364654033277	-2.06202532591497	-2.22364654033277	-4.52803141161531	-2.22364654033277	-2.06202532591497	A	C	A	C	38	 1
45	-6.32873010673052	-4.74756935193618	-4.16626559181775	-4.74756935193618	-6.32873010673052	-4.74756935193618	-4.16626559181775	B	B	B	B	29	 1
46	-4.76945379586118	-3.37437126796243	3.11431890607238	-3.37437126796243	-4.76945379586118	-3.37437126796243	3.11431890607238	A	C	A	C	21	 1
47	-6.99997206339845	-2.71519103166358	2.00103700247265	-2.71519103166358	-6.99997206339845	-2.71519103166358	2.00103700247265	A	A	A	A	47	 1
48	-3.096165388841	1.01811436801429	-0.081474704534944	1.01811436801429	-3.096165388841	1.01811436801429	-0.081474704534944	A	A	A	A	12	 1
49	-3.23189470970422	1.51870599495114	-1.07962970873887	1.51870599495114	-3.23189470970422	1.51870599495114	-1.07962970873887	B	B	B	B	8	 1
50	-3.73185364955456	2.19197480157312	-0.733019738748843	2.19197480157312	-3.73185364955456	2.19197480157312	-0.733019738748843	B	B	B	NA	2	 1
51	-3.78694493694478	-0.749532076190361	3.19060049392085	-0.749532076190361	-3.78694493694478	-0.749532076190361	3.19060049392085	A	B	A	B	7	 1
52	-1.55513075076497	4.44788151495646	3.69497843125974	4.44788151495646	-1.55513075076497	NA	3.69497843125974	A	A	A	A	11	 1
53	-6.52374970774352	-5.58835925183628	3.47164749083056	-5.58835925183628	-6.52374970774352	-5.58835925183628	3.47164749083056	A	A	A	A	67	 1
54	-7.91283541200887	-6.06780718055059	4.84388018164062	-6.06780718055059	-7.91283541200887	-6.06780718055059	4.84388018164062	A	A	A	A	27	 1
55	-2.71927751887814	4.11278718461091	6.57409241570846	4.11278718461091	-2.71927751887814	4.11278718461091	6.57409241570846	B	C	B	C	12	 1
56	-9.22739845795879	-5.5108076170094	-4.587395321275	-5.5108076170094	-9.22739845795879	-5.5108076170094	-4.587395321275	A	A	A	A	15	 1
57	-2.54759327993508	5.96152925574642	-0.136935566755686	5.96152925574642	-2.54759327993508	5.96152925574642	-0.136935566755686	B	C	B	C	13	 1
58	-11.2754242011684	1.99827948549564	0.418242600000557	1.99827948549564	-11.2754242011684	1.99827948549564	0.418242600000557	A	A	A	A	6	 1
59	-3.12989778996862	3.13219228380156	3.8063611873388	3.13219228380156	-3.12989778996862	3.13219228380156	3.8063611873388	A	B	A	B	23	 1
60	-4.21678780073496	2.53476303258412	3.13339917600989	2.53476303258412	-4.21678780073496	2.53476303258412	3.13339917600989	A	A	A	A	18	 1
61	-1.84582422275787	4.44234593343431	5.47913565964096	4.44234593343431	-1.84582422275787	4.44234593343431	NA	B	C	B	C	1	 1
62	-1.43632584301074	5.47030606616057	6.297498121391	5.47030606616057	-1.43632584301074	5.47030606616057	6.297498121391	B	C	B	C	16	 1
63	-5.87259388794867	-1.96774965886002	3.23576571506114	-1.96774965886002	-5.87259388794867	-1.96774965886002	3.23576571506114	B	C	B	C	11	 1
64	-5.38386228317703	-1.35920370548123	3.15762145766237	-1.35920370548123	-5.38386228317703	-1.35920370548123	3.15762145766237	A	B	A	B	10	 1
65	-0.398762543294975	3.79257478116452	8.93059565191395	1.66750638385511	-0.398762543294975	3.79257478116452	8.93059565191395	B	A	B	A	38	 1
66	-0.462426881137387	2.42445524693527	9.5732488044722	1.66750638385511	-0.462426881137387	2.42445524693527	9.5732488044722	A	A	A	A	9	 1
67	-3.39877047937249	0.259501471974417	1.02035282992886	0.259501471974417	-3.39877047937249	0.259501471974417	1.02035282992886	B	C	B	C	5	 1
68	-0.831556524920746	7.70008052678064	0.6669948058449	8.97823346662059	-0.831556524920746	7.70008052678064	0.6669948058449	B	C	B	C	13	 1
69	-6.37567035327422	-2.10606850768505	1.04646828970438	-2.10606850768505	-6.37567035327422	-2.10606850768505	1.04646828970438	B	C	B	C	14	 1
70	-5.23950747156326	-0.626777636524977	1.71874671762296	-0.626777636524977	-5.23950747156326	-0.626777636524977	1.71874671762296	A	C	A	C	12	 1
71	-2.46371251156866	1.43432716330004	0.983959867136282	1.43432716330004	-2.46371251156866	1.43432716330004	0.983959867136282	B	B	B	B	2	 1
72	-7.15883197672361	5.62668532546676	5.21812817086539	5.62668532546676	-7.15883197672361	5.62668532546676	5.21812817086539	B	C	NA	C	93	 1
73	-7.9265692696012	5.74724327120264	5.61880324021005	5.74724327120264	-7.9265692696012	5.74724327120264	5.61880324021005	B	C	B	C	63	 1
74	-7.15318780906315	2.01356202788347	-0.330531568633847	2.01356202788347	NA	2.01356202788347	-0.330531568633847	A	A	A	A	71	 1
75	-5.40568310680972	-3.82633216956983	4.08163845524594	-3.82633216956983	-5.40568310680972	-3.82633216956983	4.08163845524594	A	B	A	B	10	 1
76	-2.2965677615282	0.952891866325578	0.561762357009384	0.952891866325578	-2.2965677615282	NA	0.561762357009384	B	B	B	B	19	 1
77	-11.2552438685661	0.563381599310251	0.562978911694176	0.563381599310251	-11.2552438685661	0.563381599310251	0.562978911694176	A	A	A	A	14	 1
78	-3.4526089534797	6.70979484981444	-3.32072056339262	6.70979484981444	-3.4526089534797	6.70979484981444	-3.32072056339262	A	C	A	C	45	 1
79	-2.93296935390043	7.02464099500373	-3.59686929482409	7.02464099500373	-2.93296935390043	7.02464099500373	-3.59686929482409	A	C	A	C	22	 1
80	-9.7605003454062	-1.31148295242182	0.697937514335947	-1.31148295242182	-9.7605003454062	-1.31148295242182	0.697937514335947	A	B	A	B	2	 1
81	-3.92949714314694	1.24724096674932	0.783734537772624	1.24724096674932	-3.92949714314694	1.24724096674932	0.783734537772624	B	A	B	A	2	 1
82	-4.1837186240941	1.53987992132655	0.610700549135159	1.53987992132655	-4.1837186240941	1.53987992132655	0.610700549135159	A	B	A	B	3	 1
83	1.40257443982506	9.41730017014223	0.572647110457917	8.97823346662059	1.40257443982506	9.41730017014223	0.572647110457917	B	A	B	A	20	 1
84	-9.59705880728358	-5.71234913610294	-3.13463122361528	-5.06016433730056	-9.59705880728358	-5.71234913610294	-3.13463122361528	A	C	A	C	26	 1
85	-9.27845103569238	-4.27910552823538	-4.39400879748469	-5.06016433730056	-9.27845103569238	-4.27910552823538	-4.39400879748469	A	C	A	C	10	 1
86	-9.83660447526468	-5.18903834756337	-3.83445598052441	-5.06016433730056	-9.83660447526468	-5.18903834756337	-3.83445598052441	A	C	A	C	50	 1
87	0.445754816521387	8.56059099169482	0.481475454437788	8.97823346662059	0.445754816521387	8.56059099169482	0.481475454437788	B	A	B	A	13	 1
88	-4.83773656368634	1.12187723099208	3.8812529936575	1.12187723099208	-4.83773656368634	1.12187723099208	3.8812529936575	B	A	B	A	55	 1
89	-6.14995340129367	0.148036541024555	2.91419530973311	0.148036541024555	-6.14995340129367	NA	2.91419530973311	A	A	A	A	8	 1
90	-8.27369190783073	-4.7407683012333	-1.32718375073502	-4.7407683012333	-8.27369190783073	-4.7407683012333	-1.32718375073502	B	B	B	B	40	 1
91	-4.17627357200291	-0.658122358331981	4.62757647617866	-0.658122358331981	-4.17627357200291	-0.658122358331981	4.62757647617866	A	A	A	A	18	 1
92	-3.55697663939316	0.929418273846787	4.00689310027683	0.929418273846787	-3.55697663939316	0.929418273846787	4.00689310027683	A	A	A	A	7	 1
93	-5.67679020346044	-6.94320570603911	-0.0413403114862918	-6.94320570603911	-5.67679020346044	-6.94320570603911	-0.0413403114862918	A	A	A	A	6	 1
94	-8.9237685869696	-4.38295016855639	-1.84485780026718	-4.38295016855639	-8.9237685869696	-4.38295016855639	-1.84485780026718	B	C	B	C	11	 1
95	-3.14647238298739	-2.41921449258274	3.38568376750996	-2.41921449258274	-3.14647238298739	-2.41921449258274	3.38568376750996	A	C	A	C	2	 1
96	-2.95916130827484	-1.81059024399560	2.70690346395653	-1.81059024399560	-2.95916130827484	-1.81059024399560	2.70690346395653	A	B	NA	B	115	 1
97	-0.444818146214179	8.73918244341812	0.9776866349677	8.97823346662059	-0.444818146214179	8.73918244341812	0.9776866349677	B	A	B	A	29	 1
98	-5.82868515428148	-2.55180604678056	4.20971846573084	-2.55180604678056	-5.82868515428148	-2.55180604678056	4.20971846573084	A	C	A	NA	7	 1
99	-5.10632655575335	-2.08350400471317	3.97800383433487	-2.08350400471317	-5.10632655575335	-2.08350400471317	3.97800383433487	A	B	A	B	50	 1
100	-5.02783302049622	6.98200367850876	8.7460906184667	6.98200367850876	-5.02783302049622	6.98200367850876	8.7460906184667	A	C	A	C	1	 1
101	-10.5842968936487	-3.32432912674721	-3.00740690919146	-3.32432912674721	-10.5842968936487	-3.32432912674721	-3.00740690919146	A	C	A	C	14	 1
102	-6.16502853340578	-2.55924464726771	3.17823595473926	-2.55924464726771	-6.16502853340578	-2.55924464726771	3.17823595473926	A	A	A	A	22	 1
103	-5.87736970304845	-2.06775343557325	3.04202304107369	-2.06775343557325	-5.87736970304845	-2.06775343557325	3.04202304107369	A	B	A	B	62	 1
104	-9.51191261793181	-1.39866538890888	0.0140558719807022	-1.39866538890888	-9.51191261793181	NA	0.0140558719807022	A	A	A	A	21	 1
105	-12.4937673234196	0.373133543020748	0.838886052658346	0.373133543020748	-12.4937673234196	0.373133543020748	0.838886052658346	A	A	A	A	10	 1
106	-4.37843393100586	-2.52882258477536	4.21089929844673	-2.52882258477536	-4.37843393100586	NA	4.21089929844673	A	A	A	NA	2	 1
107	-3.62371127644928	-2.50381950300238	4.74617872801793	-2.50381950300238	-3.62371127644928	-2.50381950300238	4.74617872801793	A	B	A	B	57	 1
108	-4.80018041710931	-2.62374290611410	-3.46819931399727	-2.62374290611410	-4.80018041710931	-2.62374290611410	-3.46819931399727	B	B	B	B	1	 1
109	-4.77307190662904	-2.47144789312655	-3.46504690239667	-2.47144789312655	-4.77307190662904	-2.47144789312655	-3.46504690239667	B	A	B	A	63	 1
110	-7.48974006404692	-5.49768377710149	-4.11068632468491	-5.49768377710149	-7.48974006404692	-5.49768377710149	-4.11068632468491	B	B	B	B	42	 1
111	-7.34319831244004	-5.49794670707527	-3.38299420441167	-5.49794670707527	-7.34319831244004	-5.49794670707527	-3.38299420441167	A	B	A	B	74	 1
112	-1.25869893042477	2.76149042527766	7.48847259417777	2.76149042527766	-1.25869893042477	2.76149042527766	7.48847259417777	A	C	A	C	25	 1
113	-5.60482599453423	3.84776679279917	-0.306864758581444	3.84776679279917	-5.60482599453423	3.84776679279917	-0.306864758581444	B	A	B	A	43	 1
114	-5.57920048388677	4.32886127544311	0.115719826733271	4.32886127544311	-5.57920048388677	4.32886127544311	0.115719826733271	B	A	B	A	13	 1
115	-5.90950857507682	-7.41441914727619	0.0595769837147495	-7.41441914727619	-5.90950857507682	-7.41441914727619	0.0595769837147495	A	B	A	B	29	 1
116	-5.59102510132104	-7.00965306840259	-0.88105056116638	-7.00965306840259	-5.59102510132104	-7.00965306840259	-0.88105056116638	B	B	B	B	19	 1
117	-5.59651670717156	-4.46037966156066	-3.66662272877125	-4.46037966156066	-5.59651670717156	-4.46037966156066	-3.66662272877125	B	C	B	C	13	 1
118	-5.69756514411642	-5.33013134915443	-2.63544016160331	-5.33013134915443	-5.69756514411642	-5.33013134915443	-2.63544016160331	B	B	B	NA	14	 1
119	-3.09705678848281	3.87651867582314	3.50761773647894	3.87651867582314	-3.09705678848281	3.87651867582314	3.50761773647894	A	A	A	A	16	 1
120	-3.11840950785535	4.2906913265293	3.68761592338209	4.2906913265293	-3.11840950785535	4.2906913265293	3.68761592338209	A	C	A	C	20	 1
121	-0.250077514483374	8.84013060351318	0.841362773983864	8.97823346662059	-0.250077514483374	8.84013060351318	0.841362773983864	B	A	B	A	85	 1
122	0.175072901489565	9.3674574533742	-0.124711961067252	8.97823346662059	0.175072901489565	9.3674574533742	NA	B	A	B	A	38	 1
123	-5.93202847766386	-1.42016824592934	-3.30724168187602	-1.42016824592934	-5.93202847766386	-1.42016824592934	-3.30724168187602	A	A	A	A	14	 1
124	-4.65630198219563	-1.94427876279347	4.22399408619736	-1.94427876279347	-4.65630198219563	-1.94427876279347	4.22399408619736	A	C	A	C	37	 1
125	-4.25999401663867	-1.94427062801843	4.54137672809659	-1.94427062801843	-4.25999401663867	-1.94427062801843	4.54137672809659	A	B	A	B	20	 1
126	-2.07470634677727	8.29706150322356	0.113675799464984	8.97823346662059	-2.07470634677727	8.29706150322356	0.113675799464984	B	A	B	A	15	 1
127	-1.58898538206661	8.45202145388419	-0.111493649683450	8.97823346662059	-1.58898538206661	8.45202145388419	-0.111493649683450	B	A	B	A	13	 1
128	-6.04434492400973	4.58631596145429	-3.06912664350998	5.3915769918692	-6.04434492400973	4.58631596145429	-3.06912664350998	B	B	B	B	107	 1
129	-5.50174339222358	-4.01222608863888	-3.96579076379143	-3.70523074842847	-5.50174339222358	NA	-3.96579076379143	A	B	A	B	53	 1
130	-5.75561868479223	5.68609043654998	-2.89777469654918	5.3915769918692	-5.75561868479223	5.68609043654998	-2.89777469654918	B	B	B	B	19	 1
131	-5.39449200240338	5.90232457760333	-2.97752132568646	5.3915769918692	-5.39449200240338	5.90232457760333	-2.97752132568646	B	B	B	B	25	 1
132	-5.98221726121361	-4.61763060652495	-2.52652064530687	-4.61763060652495	-5.98221726121361	-4.61763060652495	-2.52652064530687	A	C	A	C	34	 1
133	-5.40107607287309	-4.07558275108477	-3.88601838330214	-3.70523074842847	-5.40107607287309	-4.07558275108477	-3.88601838330214	A	A	A	A	13	 1
134	-4.75282580477524	-3.02788340556175	-3.86916063983487	-3.70523074842847	-4.75282580477524	-3.02788340556175	-3.86916063983487	A	A	A	A	26	 1
135	-5.45695341620376	-3.33858284109207	3.44086589005425	-3.33858284109207	-5.45695341620376	-3.33858284109207	3.44086589005425	A	C	A	C	3	 1
136	-4.97395259073264	-3.83516534492121	4.50221289702884	-3.83516534492121	-4.97395259073264	-3.83516534492121	4.50221289702884	A	C	A	NA	6	 1
137	-12.1127110881145	0.674260337431733	0.401432948768498	0.674260337431733	-12.1127110881145	0.674260337431733	0.401432948768498	A	A	A	A	74	 1
138	-6.64146683783924	7.3294371373971	4.12588611521412	7.3294371373971	-6.64146683783924	7.3294371373971	4.12588611521412	A	B	A	B	124	 1
139	-6.76093015958261	7.15716414610746	4.4201825313436	7.15716414610746	-6.76093015958261	7.15716414610746	4.4201825313436	A	B	A	B	10	 1
140	-6.59594737689189	-1.87006381500912	0.945266558275737	-1.87006381500912	-6.59594737689189	-1.87006381500912	0.945266558275737	A	C	A	C	12	 1
141	-9.38655343918054	-2.70367687767282	-2.68339513372317	-2.70367687767282	-9.38655343918054	-2.70367687767282	-2.68339513372317	A	C	A	C	28	 1
142	-5.7956401120801	-5.1759863678197	-1.01957255733859	-5.1759863678197	-5.7956401120801	-5.1759863678197	-1.01957255733859	B	B	B	B	22	 1
143	-2.26876871909242	4.69395848707414	3.15344718775446	4.69395848707414	-2.26876871909242	4.69395848707414	3.15344718775446	A	A	A	A	30	 1
144	-1.98167390661572	4.4406825342612	3.69785431103578	4.4406825342612	-1.98167390661572	4.4406825342612	3.69785431103578	A	B	A	B	1	 1
145	-1.20032904108102	2.46010169433088	6.55799453918097	2.46010169433088	-1.20032904108102	2.46010169433088	6.55799453918097	A	A	A	NA	22	 1
146	-1.81490972048716	2.13820478699312	6.84722062445403	2.13820478699312	-1.81490972048716	2.13820478699312	6.84722062445403	A	A	A	A	26	 1
147	-4.34505125628537	-3.59093581989087	-0.265751330621287	-3.59093581989087	NA	-3.59093581989087	-0.265751330621287	A	A	A	A	9	 1
148	-4.36463963310534	-3.57052398647867	0.0641937343324192	-3.57052398647867	-4.36463963310534	-3.57052398647867	0.0641937343324192	A	B	A	B	23	 1
149	-10.6564309158981	-4.10543290538107	-7.6588322602247	-4.10543290538107	-10.6564309158981	-4.10543290538107	-7.6588322602247	A	B	A	B	55	 1
150	-10.7607096437080	-4.19313754717375	-7.8998823778206	-4.19313754717375	-10.7607096437080	-4.19313754717375	NA	A	B	A	B	1	 1
151	-5.69981416396248	-1.55153985546876	-3.54662171732043	-1.55153985546876	-5.69981416396248	-1.55153985546876	-3.54662171732043	A	A	A	A	2	 1
152	-5.58152875140496	-1.08740351333762	-3.47286674112304	-1.08740351333762	-5.58152875140496	-1.08740351333762	NA	A	A	A	NA	56	 1
153	0.57312051181443	8.79195945745783	0.219858096941095	8.97823346662059	0.57312051181443	8.79195945745783	0.219858096941095	B	A	B	A	38	 1
154	-7.51487447459562	2.73153197356448	0.609633606950215	2.73153197356448	-7.51487447459562	2.73153197356448	0.609633606950215	A	A	A	A	8	 1
155	-7.78116863818063	2.40869009485922	0.465016178440215	2.40869009485922	-7.78116863818063	2.40869009485922	0.465016178440215	A	A	A	A	49	 1
156	-1.10430125101195	3.224567767333	8.21827301184431	3.224567767333	-1.10430125101195	3.224567767333	8.21827301184431	B	A	B	A	63	 1
157	-2.50464637053778	0.529419037111506	0.486052711195826	0.529419037111506	-2.50464637053778	0.529419037111506	0.486052711195826	B	B	B	B	10	 1
158	-2.64986254487511	0.225807474782584	0.613336777730066	0.225807474782584	-2.64986254487511	0.225807474782584	0.613336777730066	B	B	B	B	4	 1
159	-5.50558911194125	-1.56089301688026	-3.90789573572439	-1.56089301688026	-5.50558911194125	-1.56089301688026	-3.90789573572439	A	A	A	A	4	 1
160	-5.88597513845412	-1.89610466189374	-4.21452771528604	-1.89610466189374	-5.88597513845412	NA	-4.21452771528604	A	A	A	A	38	 1
161	0.0942607280938586	0.569732904609374	9.12988171878572	1.66750638385511	0.0942607280938586	0.569732904609374	9.12988171878572	B	C	B	C	17	 1
162	0.404122371660215	1.04772376275529	9.18212815441927	1.66750638385511	0.404122371660215	1.04772376275529	9.18212815441927	B	C	B	C	2	 1
163	0.500966372580095	8.89083529869874	-0.116391681718421	8.97823346662059	0.500966372580095	NA	-0.116391681718421	B	A	B	A	16	 1
164	0.0880081305304083	8.68084118607733	-0.25105050420815	8.97823346662059	0.0880081305304083	8.68084118607733	-0.25105050420815	B	A	B	NA	47	 1
165	-5.80628033042056	8.42666556157171	5.15839623557644	8.42666556157171	-5.80628033042056	8.42666556157171	5.15839623557644	B	C	B	C	59	 1
166	-5.20347147533047	8.54155887494547	5.512792179584	8.54155887494547	-5.20347147533047	NA	5.512792179584	A	C	A	C	51	 1
167	-10.3067177789756	-0.323804780427194	-0.64263659523158	-0.323804780427194	-10.3067177789756	-0.323804780427194	-0.64263659523158	A	B	A	B	51	 1
168	-10.6350517375085	-0.575373795904811	-0.49864054091111	-0.575373795904811	-10.6350517375085	-0.575373795904811	-0.49864054091111	A	B	A	B	3	 1
169	-0.929199135148152	3.34757799369369	7.97613597991246	3.34757799369369	-0.929199135148152	3.34757799369369	7.97613597991246	B	A	B	A	5	 1
170	-0.59886160945458	3.48777742123533	7.9684202609669	3.48777742123533	-0.59886160945458	3.48777742123533	7.9684202609669	B	A	B	A	7	 1
171	-7.31032517949354	0.0337193613134479	5.59916478185117	0.0337193613134479	-7.31032517949354	0.0337193613134479	5.59916478185117	B	C	B	C	21	 1
172	-7.5640288980191	-0.176520510857214	5.89294942718688	-0.176520510857214	-7.5640288980191	-0.176520510857214	5.89294942718688	B	C	B	C	10	 1
173	-5.60236985106158	-4.98826976799757	-1.24305404669556	-4.98826976799757	-5.60236985106158	NA	-1.24305404669556	B	B	B	B	13	 1
174	-5.83505695723281	-5.04503365728987	-1.02628658431131	-5.04503365728987	-5.83505695723281	-5.04503365728987	-1.02628658431131	B	B	B	B	16	 1
175	-12.536157829196	0.802666155098863	0.603435707007424	0.802666155098863	-12.536157829196	0.802666155098863	0.603435707007424	A	A	A	A	7	 1
176	-12.4089209002557	0.655775584636034	0.596857761776912	0.655775584636034	-12.4089209002557	0.655775584636034	0.596857761776912	A	A	A	A	5	 1
177	-7.16829344355346	-4.87279585682418	-0.222287476770423	-4.87279585682418	-7.16829344355346	-4.87279585682418	-0.222287476770423	B	B	B	B	50	 1
178	-7.38840494629028	-5.0966559588565	-0.238630862679089	-5.0966559588565	-7.38840494629028	-5.0966559588565	-0.238630862679089	B	B	B	B	18	 1
179	-5.19970252680426	-4.26762314913615	-2.27257743936729	-4.26762314913615	-5.19970252680426	-4.26762314913615	-2.27257743936729	A	C	A	C	37	 1
180	-5.42020740330448	-4.39228899163507	-2.25002908420801	-4.39228899163507	-5.42020740330448	-4.39228899163507	-2.25002908420801	A	C	A	C	16	 1
181	-3.73585357515753	6.83520526024216	8.63381208224322	6.83520526024216	-3.73585357515753	6.83520526024216	8.63381208224322	B	C	B	C	6	 1
182	-3.93940344511841	6.56742806482776	8.38165721622257	6.56742806482776	-3.93940344511841	6.56742806482776	8.38165721622257	B	C	B	C	7	 1
183	-6.09498651428292	5.94253601957813	7.9510064152345	5.94253601957813	-6.09498651428292	5.94253601957813	NA	B	C	B	C	8	 1
184	-6.01895107979924	5.78972376346425	8.203487505562	5.78972376346425	-6.01895107979924	5.78972376346425	8.203487505562	B	C	B	C	19	 1
185	-3.46820953280107	0.124851223236309	3.08532222253774	0.124851223236309	-3.46820953280107	0.124851223236309	3.08532222253774	A	B	A	B	2	 1
